hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,name,email,phone-number
Resort Hotel,0,6,November,1,3,1,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,27.0,0,0,Amber Anderson,Amber.A28@protonmail.com,899-276-0455
Resort Hotel,0,7,December,2,1,2,2.0,0,BB,ESP,0,0,C,0,No Deposit,0,Transient,57.06,0,1,Marie Rice,Marie_Rice@protonmail.com,819-728-9555
Resort Hotel,0,0,February,0,3,2,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,39.0,0,0,Carmen Estrada,Carmen_E82@xfinity.com,318-837-6319
City Hotel,0,154,August,2,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,104.4,0,0,Charlene Walker,Charlene_Walker@zoho.com,580-309-0113
City Hotel,0,110,July,2,2,2,0.0,0,HB,GBR,0,0,D,1,No Deposit,0,Transient,118.06,0,0,Erica Gregory,Gregory_Erica64@yahoo.com,924-738-2249
Resort Hotel,0,199,May,1,1,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,85.0,0,0,Alicia Acosta,Alicia.Acosta@yandex.com,109-685-3256
City Hotel,0,47,October,2,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,80.75,0,0,Shannon Wright,ShannonWright@yahoo.com,966-903-5777
Resort Hotel,1,151,June,4,10,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,85.5,0,1,Deborah Williams,Deborah_W@verizon.com,489-530-8787
Resort Hotel,0,1,December,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.0,1,0,Christina Bird,Christina_B@hotmail.com,629-798-8491
City Hotel,1,296,September,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,85.0,0,0,Seth Cook,Cook.Seth70@protonmail.com,976-537-4414
Resort Hotel,0,129,August,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,96.3,0,0,Debra Franco,DFranco@yahoo.com,678-474-7635
City Hotel,0,79,October,4,7,2,2.0,0,BB,FRA,0,0,F,0,No Deposit,0,Transient,172.23,0,1,Justin Wong,Wong_Justin@att.com,845-100-0133
Resort Hotel,1,251,May,0,2,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,121.0,0,0,Lisa Russo,LisaRusso70@gmail.com,772-892-3108
Resort Hotel,0,34,September,2,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient-Party,129.0,0,2,Aaron Woods,Woods_Aaron@yandex.com,193-560-4263
Resort Hotel,0,3,January,0,1,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,56.0,0,1,Rachel Byrd,Rachel.Byrd@outlook.com,366-786-5381
City Hotel,0,65,March,2,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,73.0,0,1,Heidi Lee,HeidiLee@yandex.com,640-861-5809
Resort Hotel,0,7,March,1,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,29.0,0,1,Cynthia Hill,Hill_Cynthia91@aol.com,719-478-9772
City Hotel,0,37,March,0,1,2,0.0,0,HB,GBR,0,0,A,1,No Deposit,0,Transient,125.1,1,1,Vanessa Rocha,Rocha_Vanessa@xfinity.com,526-241-1702
Resort Hotel,0,287,October,1,3,2,0.0,0,BB,GBR,0,0,A,2,No Deposit,0,Transient-Party,52.0,1,0,John Dougherty,Dougherty_John@hotmail.com,658-766-7496
City Hotel,1,198,September,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,90.0,0,0,Douglas Mitchell,Douglas_M24@hotmail.com,662-267-7064
City Hotel,1,297,August,1,1,1,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient-Party,60.0,0,0,Ashley Johnson,Ashley.J@aol.com,606-329-4673
City Hotel,1,89,November,1,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Contract,72.25,0,2,Anne Tran,ATran@aol.com,563-704-2914
City Hotel,0,57,November,0,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,98.0,0,1,John Wall,Wall_John@mail.com,327-484-2024
City Hotel,1,61,January,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,80.0,0,0,Julie Watson,Julie_Watson@hotmail.com,690-308-5671
City Hotel,1,174,April,2,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,46,Transient,100.0,0,0,Anthony Alexander,Anthony.A@yandex.com,558-635-8162
Resort Hotel,0,85,August,2,5,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,114.14,0,2,Randy Nelson,Randy_Nelson@att.com,716-761-2955
City Hotel,0,34,September,0,3,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,33,Transient-Party,224.67,0,0,Amanda Spencer,Amanda.S92@comcast.net,646-887-3706
City Hotel,0,1,August,0,1,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,157.0,1,1,Michele Elliott,Michele_E@att.com,712-617-6960
Resort Hotel,0,82,July,2,4,3,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient,220.4,0,0,Jaime Snyder,JaimeSnyder@mail.com,629-130-7605
City Hotel,0,152,May,0,3,2,0.0,0,BB,DEU,0,0,D,0,No Deposit,0,Transient-Party,139.5,0,2,Susan Guerra,Susan.G25@xfinity.com,141-498-4660
Resort Hotel,0,26,December,2,4,2,0.0,0,HB,GBR,0,0,E,2,No Deposit,0,Transient,95.0,0,2,Jodi Martinez,Jodi_Martinez@zoho.com,815-262-5263
City Hotel,1,342,September,2,4,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,170.0,0,0,Jeremy Howe,Jeremy_Howe@verizon.com,243-711-6827
Resort Hotel,0,47,April,2,3,1,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,52.56,0,0,James Brown,James_B@zoho.com,908-132-5341
Resort Hotel,1,115,August,2,5,2,0.0,0,HB,PRT,0,0,D,0,No Deposit,0,Transient,184.8,0,0,Shawn West,Shawn_West@yahoo.com,681-011-2797
Resort Hotel,1,306,August,2,4,2,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,156.6,0,1,Harry Wolf,Harry.W48@hotmail.com,967-557-8454
City Hotel,1,109,September,0,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,129.6,0,0,Sean Payne,SPayne@protonmail.com,127-661-8421
City Hotel,0,20,October,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,90.0,0,0,Cameron Colon,Cameron_C@yahoo.com,657-628-5418
Resort Hotel,1,137,July,2,5,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient,8.0,0,0,Dr. Edward Diaz,Dr.Diaz@hotmail.com,294-132-4600
City Hotel,0,69,June,2,3,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,127.8,0,0,Morgan White,Morgan_White@outlook.com,746-729-9409
Resort Hotel,0,1,March,0,1,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,90.0,0,1,Steven Schmidt,StevenSchmidt@yahoo.com,694-180-1965
Resort Hotel,0,22,May,1,1,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,75.0,0,1,Pamela Adams,Pamela.A@hotmail.com,982-608-9118
Resort Hotel,1,159,July,2,5,2,0.0,0,HB,ESP,0,0,D,0,No Deposit,0,Transient,212.0,0,0,Mark Hicks,Mark.Hicks@yandex.com,182-708-4129
Resort Hotel,0,1,February,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.0,0,0,Natalie Gray,Gray_Natalie@yandex.com,227-486-4340
Resort Hotel,0,139,July,2,8,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Contract,104.55,0,0,Jordan Bradley,Jordan.Bradley72@protonmail.com,103-454-9266
City Hotel,1,247,June,1,1,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,109.0,0,0,David Jackson,Jackson_David@protonmail.com,631-935-6974
Resort Hotel,0,21,June,0,2,2,0.0,1,BB,ESP,0,0,A,1,No Deposit,0,Transient-Party,126.0,0,1,Michele Reid,Reid.Michele34@yahoo.com,330-734-2327
City Hotel,0,1,February,1,1,2,1.0,0,BB,PRT,0,0,F,1,No Deposit,0,Transient,69.0,1,2,Carlos Hall,Hall_Carlos@verizon.com,927-504-8349
City Hotel,1,17,February,2,2,3,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,127.0,0,0,Kimberly Jones,KJones81@verizon.com,223-026-7995
City Hotel,0,92,November,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,72.25,0,0,James Guerra,Guerra.James49@hotmail.com,623-748-5738
City Hotel,0,1,August,1,1,0,3.0,0,BB,PRT,0,0,B,1,No Deposit,0,Transient-Party,9.0,0,0,Susan Lewis,Susan.Lewis46@aol.com,655-411-8103
City Hotel,0,396,June,2,0,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,122.4,0,1,Rebecca Green,Rebecca.G67@mail.com,417-800-1203
Resort Hotel,0,20,December,0,4,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,64.0,0,1,Aaron Little,Aaron.L62@gmail.com,838-165-0889
Resort Hotel,0,258,May,4,6,2,0.0,0,HB,GBR,0,0,D,0,No Deposit,0,Transient,108.0,0,2,Crystal Harris,Crystal_Harris38@zoho.com,300-164-7338
City Hotel,0,47,June,2,1,3,0.0,0,BB,DEU,0,0,D,0,No Deposit,0,Transient,150.3,0,2,Jeremy Ashley,Ashley_Jeremy19@zoho.com,612-616-6800
Resort Hotel,1,112,March,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,40.0,0,0,Shannon Dawson,Dawson_Shannon@yahoo.com,472-424-4625
City Hotel,1,53,June,1,2,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,101.1,0,0,Edward King,EKing@verizon.com,829-550-2211
Resort Hotel,0,88,December,2,4,2,0.0,0,BB,FRA,0,0,A,1,No Deposit,0,Transient,34.0,0,0,Richard Foley,Foley.Richard71@xfinity.com,263-999-0299
City Hotel,0,80,June,1,3,3,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,96.9,0,0,Ryan Keller,Keller.Ryan@zoho.com,566-909-2037
Resort Hotel,0,79,December,2,3,1,2.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,104.76,0,1,Barry Riley,BRiley50@verizon.com,570-902-9737
City Hotel,0,110,April,1,1,2,0.0,0,BB,FRA,0,0,A,1,No Deposit,0,Transient,99.0,0,2,William Dixon,Dixon_William@att.com,370-213-4195
City Hotel,1,80,July,0,4,3,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,190.0,0,1,Victor Flowers,VictorFlowers@outlook.com,996-399-0531
Resort Hotel,0,61,October,2,5,2,2.0,0,BB,GBR,0,0,G,0,No Deposit,0,Transient,121.0,0,0,Caitlyn Burns,Caitlyn.Burns@mail.com,589-570-0818
Resort Hotel,1,128,December,0,1,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,64.0,0,0,Patrick Ramirez,PatrickRamirez@aol.com,994-001-0517
Resort Hotel,1,236,May,1,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,48.0,0,0,Larry Thomas,LarryThomas21@verizon.com,994-305-7214
Resort Hotel,0,74,September,3,7,2,0.0,0,BB,FRA,0,0,E,0,No Deposit,0,Transient,98.8,1,1,Kelly Santana,KSantana27@protonmail.com,261-922-3640
City Hotel,0,110,August,0,2,2,0.0,1,BB,DEU,0,0,D,1,No Deposit,0,Transient,142.2,1,1,Casey Peters,CPeters@yandex.com,355-661-1683
Resort Hotel,0,47,May,2,1,2,0.0,0,BB,FRA,0,0,E,0,No Deposit,0,Transient-Party,106.33,1,1,Angela Daniels,ADaniels@outlook.com,757-119-7078
City Hotel,1,31,November,2,1,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,88.0,0,0,Brandon Friedman,Brandon_Friedman@yahoo.com,853-598-1555
Resort Hotel,0,197,April,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,49.3,0,0,Brittney Ramirez,Ramirez_Brittney@hotmail.com,799-580-0416
Resort Hotel,0,312,March,2,5,1,0.0,0,HB,DEU,0,0,A,2,No Deposit,0,Transient-Party,42.0,0,0,Troy Armstrong,TArmstrong@mail.com,798-809-7192
Resort Hotel,0,85,August,2,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,146.3,0,1,Jon Mathews,Jon_M95@verizon.com,266-046-8510
City Hotel,0,315,July,0,5,0,2.0,0,BB,FRA,0,0,B,0,No Deposit,0,Transient,91.85,0,3,Donald Poole,Poole.Donald@mail.com,511-777-3393
City Hotel,1,88,November,1,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,136.06,0,1,Darryl Hughes,DarrylHughes21@protonmail.com,677-616-3180
Resort Hotel,0,24,November,2,5,2,0.0,1,Undefined,PRT,0,0,G,2,No Deposit,0,Transient,143.97,0,2,Edwin Young,Edwin_Young@protonmail.com,101-139-0817
Resort Hotel,1,41,February,2,0,2,0.0,0,BB,PRT,0,0,A,2,No Deposit,0,Transient,43.0,0,0,Ryan Rojas,Ryan.R47@comcast.net,441-622-6819
Resort Hotel,0,5,February,0,2,2,0.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,73.0,0,0,Mark White,Mark.W@zoho.com,515-280-5768
City Hotel,0,221,October,2,1,3,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient-Party,90.0,0,0,Patrick Davis,Patrick_Davis@comcast.net,437-065-3031
City Hotel,1,28,May,0,1,3,0.0,0,HB,PRT,0,0,D,0,No Deposit,0,Transient,279.0,0,0,Robin Tran,Robin.T@outlook.com,456-506-5700
City Hotel,0,386,October,2,0,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,115.0,0,1,Matthew Washington,Matthew.Washington94@hotmail.com,101-659-8466
Resort Hotel,0,78,October,2,5,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Contract,43.93,0,0,Monica Smith,Smith_Monica@xfinity.com,705-266-3921
City Hotel,0,75,May,2,1,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,1,Adam Martinez,AMartinez@xfinity.com,534-289-2146
Resort Hotel,0,10,April,0,5,3,0.0,0,Undefined,GBR,0,0,D,0,No Deposit,0,Contract,165.86,0,0,Anna Thomas,Thomas.Anna84@aol.com,941-048-4997
Resort Hotel,0,3,March,0,2,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient,56.0,0,0,John Hudson,John_H@mail.com,460-174-8325
Resort Hotel,0,23,January,1,1,2,0.0,0,HB,GBR,0,0,A,1,No Deposit,0,Transient,78.0,0,1,Daniel Collier,Daniel.C@att.com,128-614-4600
City Hotel,0,183,June,2,0,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,99.0,0,1,Mason Shepherd,Mason_S@aol.com,438-415-1253
City Hotel,0,29,April,2,3,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,102.8,0,1,Joel Barry,Barry_Joel@yandex.com,445-724-9068
City Hotel,0,52,January,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,79.2,0,1,Amy Jones,Amy_Jones@outlook.com,780-965-0554
City Hotel,0,61,August,1,0,2,1.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient,90.6,0,1,Devin Dunn,Devin.Dunn@xfinity.com,433-938-7524
Resort Hotel,1,8,January,0,1,2,1.0,0,BB,PRT,0,0,D,1,No Deposit,0,Transient,75.5,0,2,Morgan Taylor,Morgan.T76@hotmail.com,888-590-0402
City Hotel,0,10,October,1,3,3,0.0,0,SC,PRT,0,0,A,1,No Deposit,0,Transient,149.0,0,1,Marc Arellano,Arellano.Marc@mail.com,549-342-0660
City Hotel,0,54,November,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,88.0,0,1,Jennifer Klein,JenniferKlein@protonmail.com,168-558-4835
City Hotel,1,35,January,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,78.3,0,0,Susan Roth,Susan_Roth20@zoho.com,197-796-7065
Resort Hotel,0,96,March,2,5,2,0.0,0,BB,DEU,0,0,A,1,No Deposit,0,Transient-Party,34.0,0,0,Morgan Rodriguez,Rodriguez_Morgan@hotmail.com,489-315-2990
City Hotel,1,77,July,0,4,2,1.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,120.0,0,0,Lisa Good,Lisa.G@zoho.com,955-838-9743
City Hotel,0,2,March,0,3,1,0.0,0,BB,PRT,0,18,A,0,No Deposit,0,Transient,65.0,0,1,James Kramer,JKramer@yahoo.com,273-732-1553
City Hotel,1,279,October,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,110.0,0,0,Kristina Harris,Kristina.H@zoho.com,291-071-8685
Resort Hotel,0,45,May,2,0,1,0.0,0,HB,PRT,0,0,E,0,No Deposit,0,Transient,129.0,0,1,Stefanie Rodriguez,Stefanie_R@att.com,476-744-4465
Resort Hotel,0,37,August,0,1,2,0.0,0,BB,PRT,0,0,C,0,No Deposit,0,Transient,275.25,1,1,Katrina Simpson,Katrina_S@att.com,639-090-5374
City Hotel,0,212,May,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,125.1,0,2,Chelsea Davis,Davis_Chelsea@comcast.net,767-620-5632
Resort Hotel,0,9,December,1,0,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,38.0,0,0,Erik Turner,Erik_T@protonmail.com,832-880-3963
City Hotel,0,103,May,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,Steven Bailey,Steven.B88@att.com,917-777-4524
City Hotel,1,102,October,0,2,2,0.0,0,HB,PRT,0,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Aaron Brooks,AaronBrooks@hotmail.com,627-836-4582
City Hotel,1,301,August,0,2,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Roy Ryan,RRyan@xfinity.com,804-045-5026
Resort Hotel,0,167,September,4,10,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Contract,45.9,0,1,Mary Waters,Waters.Mary@hotmail.com,794-511-8393
Resort Hotel,0,152,April,1,4,1,0.0,0,BB,GBR,0,0,A,3,No Deposit,0,Transient-Party,42.0,0,0,Kevin Patton,Kevin_Patton@yandex.com,346-149-4549
City Hotel,0,27,October,2,0,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,85.0,0,0,Christopher Boyd,Christopher_B@protonmail.com,130-835-5658
City Hotel,1,180,August,0,1,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,175.5,0,0,Brenda Cole,Brenda.Cole@yahoo.com,233-901-4752
Resort Hotel,0,24,February,0,1,2,0.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,70.0,0,0,Robert White,RWhite53@att.com,905-217-9714
Resort Hotel,0,0,February,0,2,2,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,60.0,0,0,James Bates,James_Bates@hotmail.com,557-505-8223
City Hotel,1,135,June,0,1,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Angela Poole,AngelaPoole31@zoho.com,290-885-4043
Resort Hotel,0,19,July,1,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,120.6,1,1,Leslie Robinson,Leslie.Robinson@comcast.net,695-481-7019
City Hotel,1,213,June,1,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,115.0,0,0,David Guzman,David_Guzman@aol.com,752-042-1818
Resort Hotel,0,98,August,2,7,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,8.0,0,0,Edward Werner,EdwardWerner49@verizon.com,874-158-0710
Resort Hotel,0,2,November,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.0,0,0,Alisha Mckenzie,Alisha.M@att.com,271-433-7928
Resort Hotel,1,265,July,2,5,2,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient,81.0,0,1,Cheryl Bennett,Bennett_Cheryl@zoho.com,782-395-2290
City Hotel,0,0,December,0,1,1,0.0,0,SC,PRT,0,4,A,0,No Deposit,0,Transient,56.0,0,0,Ashley Garrett,AshleyGarrett@protonmail.com,963-441-1445
City Hotel,0,9,October,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,0.0,0,0,Joseph Scott,JosephScott@hotmail.com,389-178-6386
City Hotel,1,126,April,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,39,Transient,65.0,0,0,Brenda Stewart,Brenda_S@outlook.com,726-186-2263
Resort Hotel,1,4,July,1,0,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,125.0,0,1,Kelly Garcia,Kelly.G@yahoo.com,682-688-7981
Resort Hotel,0,29,February,2,1,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,56.0,0,2,Kevin Ramirez II,KevinII@zoho.com,615-442-8314
Resort Hotel,0,2,February,1,1,2,0.0,0,BB,PRT,0,1,D,0,No Deposit,0,Transient,49.0,1,1,Stephanie Rodriguez,SRodriguez@outlook.com,610-044-4498
Resort Hotel,1,49,March,2,2,1,0.0,0,HB,PRT,0,0,E,0,No Deposit,0,Transient-Party,66.0,0,0,Cynthia Steele,Cynthia_S@xfinity.com,534-071-1983
City Hotel,0,253,July,1,2,1,0.0,0,BB,GBR,0,0,A,2,No Deposit,0,Transient-Party,107.1,0,0,Benjamin Wilson,Benjamin.W40@aol.com,666-798-3123
Resort Hotel,1,78,August,2,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,134.0,0,1,Maria Hood,Maria_Hood94@xfinity.com,301-697-0341
Resort Hotel,1,74,February,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,40.0,0,0,Tonya Chapman,Chapman_Tonya@yahoo.com,858-052-3045
Resort Hotel,0,136,March,0,3,2,0.0,0,Undefined,ESP,0,0,A,0,No Deposit,0,Transient-Party,84.0,0,0,Jordan Coleman,Jordan_C@yandex.com,560-325-0220
Resort Hotel,1,96,October,2,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,55.0,0,0,Joseph Torres,Joseph.T@outlook.com,652-505-5448
City Hotel,0,127,May,1,2,2,2.0,0,BB,FRA,0,0,G,0,No Deposit,0,Transient,229.5,0,0,Randy Acosta,RAcosta35@aol.com,310-573-8475
Resort Hotel,0,37,August,1,0,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,172.0,0,0,Amy Miller,Amy_Miller56@protonmail.com,925-983-3395
Resort Hotel,1,136,March,0,3,2,0.0,0,FB,PRT,0,0,A,1,No Deposit,0,Transient-Party,46.0,0,0,Chase Fowler,Chase_F85@att.com,376-904-9599
Resort Hotel,1,58,July,2,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,92.0,0,0,Brooke Tanner,Brooke.T@att.com,482-625-4170
City Hotel,1,28,October,0,1,1,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,120.0,0,0,Kimberly Morgan,KMorgan81@hotmail.com,545-467-1508
Resort Hotel,0,22,May,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,72.0,1,1,Allison Hall,AHall@yahoo.com,934-857-1524
Resort Hotel,1,26,August,1,1,2,0.0,0,HB,ESP,0,0,E,0,No Deposit,0,Transient,286.0,0,0,Lauren Thomas,Thomas_Lauren85@protonmail.com,480-605-0116
City Hotel,0,55,September,2,0,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient-Party,75.0,0,0,Matthew Gray,Matthew.Gray@yahoo.com,909-985-8348
Resort Hotel,0,1,January,0,1,2,1.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient-Party,78.0,0,0,Maxwell Burgess,Maxwell.B39@aol.com,135-952-1762
City Hotel,1,30,June,0,3,2,2.0,0,HB,PRT,0,0,G,0,No Deposit,0,Transient,315.0,0,1,Randy Kelley,Kelley_Randy@yahoo.com,726-310-6990
Resort Hotel,1,8,July,0,2,1,0.0,0,BB,PRT,1,2,A,0,No Deposit,0,Transient,142.0,0,0,John Freeman,JFreeman71@gmail.com,384-357-2653
City Hotel,1,174,August,1,1,2,0.0,0,BB,PRT,1,0,B,0,No Deposit,0,Transient-Party,90.0,0,1,Chloe Robbins,Chloe.Robbins@outlook.com,907-172-4047
City Hotel,0,26,November,0,3,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,118.07,0,1,Paul Kim,Paul.K@zoho.com,323-655-0103
City Hotel,0,219,September,0,1,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,108.0,0,0,Mr. Mark Montes,Mr..Montes@zoho.com,402-478-7083
City Hotel,0,170,July,0,3,2,1.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,86.24,0,2,Gina Gonzales,Gonzales_Gina@att.com,925-091-9854
City Hotel,1,74,September,0,2,2,0.0,0,HB,PRT,0,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Ms. Laura Stone,Ms..Stone@yandex.com,179-498-0040
City Hotel,0,0,January,1,1,1,0.0,0,BB,PRT,0,0,A,2,No Deposit,0,Transient,78.0,0,0,George Schroeder,GSchroeder@yahoo.com,122-092-8627
City Hotel,1,281,April,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Kevin Williams,KevinWilliams@aol.com,394-801-1073
City Hotel,1,134,December,2,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,91,Transient,65.0,0,0,Toni Allen,Toni_Allen@verizon.com,782-445-3065
Resort Hotel,0,78,November,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,32.0,0,0,Erica Holland,EricaHolland@yandex.com,366-902-6699
City Hotel,0,127,August,1,2,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,134.0,0,2,Nichole Simon,NSimon@att.com,906-932-3278
City Hotel,1,26,May,1,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,128.0,0,0,Robert Miranda,Robert.Miranda@mail.com,137-642-6608
City Hotel,1,94,November,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,72.25,0,0,Luke Bradshaw,LukeBradshaw@mail.com,329-950-8489
Resort Hotel,1,183,December,2,1,2,0.0,0,FB,PRT,0,0,A,1,Non Refund,0,Transient,72.0,0,0,Alec Miller,AlecMiller90@outlook.com,640-311-4199
City Hotel,1,35,November,1,1,2,0.0,0,BB,PRT,0,0,A,2,No Deposit,0,Transient-Party,75.0,0,0,Bianca Shields,Bianca.S@protonmail.com,614-598-2889
Resort Hotel,0,11,April,2,2,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,117.0,0,1,Maria Cook,Maria.C@att.com,655-621-0145
City Hotel,1,335,September,0,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,85.0,0,0,Joseph Smith,JSmith@protonmail.com,182-556-5604
